league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,2021,2021-03-06 Stoke City-Wycombe Wanderers,Championship,35,Sat,2021-03-06,15:00,Stoke City,2–0,Wycombe Wanderers,,Bet365 Stadium,Andy Woolmer,/en/matches/2a5eb36f/Stoke-City-Wycombe-Wanderers-March-6-2021-Championship,,2a5eb36f
ENG-Championship,2021,2021-03-06 Swansea City-Middlesbrough,Championship,35,Sat,2021-03-06,15:00,Swansea City,2–1,Middlesbrough,,Liberty Stadium,Gavin Ward,/en/matches/86beeedd/Swansea-City-Middlesbrough-March-6-2021-Championship,,86beeedd
ENG-Championship,2021,2021-03-06 Watford-Nottingham Forest,Championship,35,Sat,2021-03-06,12:30,Watford,1–0,Nottingham Forest,,Vicarage Road Stadium,Jonathan Moss,/en/matches/ee2df376/Watford-Nottingham-Forest-March-6-2021-Championship,,ee2df376
ENG-Championship,2021,2021-03-09 Blackburn Rovers-Swansea City,Championship,25,Tue,2021-03-09,18:00,Blackburn Rovers,1–1,Swansea City,,Ewood Park,Robert Jones,/en/matches/2c1a6ff8/Blackburn-Rovers-Swansea-City-March-9-2021-Championship,,2c1a6ff8
ENG-Championship,2021,2021-03-09 QPR-Wycombe Wanderers,Championship,24,Tue,2021-03-09,19:00,QPR,1–0,Wycombe Wanderers,,Kiyan Prince Foundation Stadium,Simon Hooper,/en/matches/7af0acc5/Queens-Park-Rangers-Wycombe-Wanderers-March-9-2021-Championship,,7af0acc5
ENG-Championship,2021,2021-03-10 Barnsley-Derby County,Championship,28,Wed,2021-03-10,19:00,Barnsley,0–0,Derby County,,Oakwell Stadium,Keith Stroud,/en/matches/68ca9baf/Barnsley-Derby-County-March-10-2021-Championship,,68ca9baf
ENG-Championship,2021,2021-03-12 Blackburn Rovers-Brentford,Championship,36,Fri,2021-03-12,19:45,Blackburn Rovers,0–1,Brentford,,Ewood Park,Geoff Eltringham,/en/matches/3dea4afe/Blackburn-Rovers-Brentford-March-12-2021-Championship,,3dea4afe
ENG-Championship,2021,2021-03-13 Birmingham City-Bristol City,Championship,36,Sat,2021-03-13,15:00,Birmingham City,0–3,Bristol City,,St Andrew's Trillion Trophy Stadium,Jarred Gillett,/en/matches/e8f45401/Birmingham-City-Bristol-City-March-13-2021-Championship,,e8f45401
ENG-Championship,2021,2021-03-13 Bournemouth-Barnsley,Championship,36,Sat,2021-03-13,15:00,Bournemouth,2–3,Barnsley,,Vitality Stadium,John Brooks,/en/matches/f98bbc19/Bournemouth-Barnsley-March-13-2021-Championship,,f98bbc19
ENG-Championship,2021,2021-03-13 Cardiff City-Watford,Championship,36,Sat,2021-03-13,15:00,Cardiff City,1–2,Watford,,Cardiff City Stadium,Keith Stroud,/en/matches/d0c84101/Cardiff-City-Watford-March-13-2021-Championship,,d0c84101
ENG-Championship,2021,2021-03-13 Derby County-Millwall,Championship,36,Sat,2021-03-13,15:00,Derby County,0–1,Millwall,,iPro Stadium,Darren England,/en/matches/45925ed2/Derby-County-Millwall-March-13-2021-Championship,,45925ed2
ENG-Championship,2021,2021-03-13 Luton Town-Swansea City,Championship,36,Sat,2021-03-13,12:15,Luton Town,0–1,Swansea City,,Kenilworth Road Stadium,Darren Bond,/en/matches/e2cb61d3/Luton-Town-Swansea-City-March-13-2021-Championship,,e2cb61d3
ENG-Championship,2021,2021-03-13 Middlesbrough-Stoke City,Championship,36,Sat,2021-03-13,15:00,Middlesbrough,3–0,Stoke City,,Riverside Stadium,Andy Madley,/en/matches/41093048/Middlesbrough-Stoke-City-March-13-2021-Championship,,41093048
ENG-Championship,2021,2021-03-13 Nottingham Forest-Reading,Championship,36,Sat,2021-03-13,15:00,Nottingham Forest,1–1,Reading,,The City Ground,Steve Martin,/en/matches/a70da2c2/Nottingham-Forest-Reading-March-13-2021-Championship,,a70da2c2
ENG-Championship,2021,2021-03-13 QPR-Huddersfield Town,Championship,36,Sat,2021-03-13,15:00,QPR,0–1,Huddersfield Town,,Kiyan Prince Foundation Stadium,Michael Salisbury,/en/matches/2e19a87f/Queens-Park-Rangers-Huddersfield-Town-March-13-2021-Championship,,2e19a87f
ENG-Championship,2021,2021-03-13 Wycombe Wanderers-Preston North End,Championship,36,Sat,2021-03-13,15:00,Wycombe Wanderers,1–0,Preston North End,,Adams Park,Tim Robinson,/en/matches/4b3861c1/Wycombe-Wanderers-Preston-North-End-March-13-2021-Championship,,4b3861c1
ENG-Championship,2021,2021-03-14 Sheffield Weds-Norwich City,Championship,36,Sun,2021-03-14,12:15,Sheffield Weds,1–2,Norwich City,,Hillsborough Stadium,Tony Harrington,/en/matches/72334d3e/Sheffield-Wednesday-Norwich-City-March-14-2021-Championship,,72334d3e
ENG-Championship,2021,2021-03-16 Bournemouth-Swansea City,Championship,37,Tue,2021-03-16,19:45,Bournemouth,3–0,Swansea City,,Vitality Stadium,James Linington,/en/matches/f9a289f7/Bournemouth-Swansea-City-March-16-2021-Championship,,f9a289f7
ENG-Championship,2021,2021-03-16 Cardiff City-Stoke City,Championship,37,Tue,2021-03-16,19:00,Cardiff City,0–0,Stoke City,,Cardiff City Stadium,Graham Scott,/en/matches/74c610bf/Cardiff-City-Stoke-City-March-16-2021-Championship,,74c610bf
ENG-Championship,2021,2021-03-16 Derby County-Brentford,Championship,37,Tue,2021-03-16,19:00,Derby County,2–2,Brentford,,iPro Stadium,David Webb,/en/matches/809fc662/Derby-County-Brentford-March-16-2021-Championship,,809fc662
ENG-Championship,2021,2021-03-16 Luton Town-Coventry City,Championship,37,Tue,2021-03-16,19:00,Luton Town,2–0,Coventry City,,Kenilworth Road Stadium,Steve Martin,/en/matches/0837226b/Luton-Town-Coventry-City-March-16-2021-Championship,,0837226b
ENG-Championship,2021,2021-03-16 Middlesbrough-Preston North End,Championship,37,Tue,2021-03-16,19:00,Middlesbrough,2–0,Preston North End,,Riverside Stadium,Oliver Langford,/en/matches/013723b4/Middlesbrough-Preston-North-End-March-16-2021-Championship,,013723b4
ENG-Championship,2021,2021-03-16 Rotherham United-Watford,Championship,37,Tue,2021-03-16,19:00,Rotherham United,1–4,Watford,,New York Stadium,Jeremy Simpson,/en/matches/78c00568/Rotherham-United-Watford-March-16-2021-Championship,,78c00568
ENG-Championship,2021,2021-03-17 Birmingham City-Reading,Championship,37,Wed,2021-03-17,19:45,Birmingham City,2–1,Reading,,St Andrew's Trillion Trophy Stadium,Andy Woolmer,/en/matches/0b11f1d0/Birmingham-City-Reading-March-17-2021-Championship,,0b11f1d0
ENG-Championship,2021,2021-03-17 Blackburn Rovers-Bristol City,Championship,37,Wed,2021-03-17,19:45,Blackburn Rovers,0–0,Bristol City,,Ewood Park,Craig Hicks,/en/matches/036bdc1e/Blackburn-Rovers-Bristol-City-March-17-2021-Championship,,036bdc1e
ENG-Championship,2021,2021-03-17 Nottingham Forest-Norwich City,Championship,37,Wed,2021-03-17,19:00,Nottingham Forest,0–2,Norwich City,,The City Ground,Leigh Doughty,/en/matches/ff2e50ac/Nottingham-Forest-Norwich-City-March-17-2021-Championship,,ff2e50ac
ENG-Championship,2021,2021-03-17 QPR-Millwall,Championship,37,Wed,2021-03-17,19:00,QPR,3–2,Millwall,,Kiyan Prince Foundation Stadium,Jarred Gillett,/en/matches/ebc4acc0/Queens-Park-Rangers-Millwall-March-17-2021-Championship,,ebc4acc0
ENG-Championship,2021,2021-03-17 Sheffield Weds-Huddersfield Town,Championship,37,Wed,2021-03-17,19:45,Sheffield Weds,1–1,Huddersfield Town,,Hillsborough Stadium,Robert Jones,/en/matches/0a58aaa6/Sheffield-Wednesday-Huddersfield-Town-March-17-2021-Championship,,0a58aaa6
ENG-Championship,2021,2021-03-17 Wycombe Wanderers-Barnsley,Championship,37,Wed,2021-03-17,19:00,Wycombe Wanderers,1–3,Barnsley,,Adams Park,Darren Bond,/en/matches/e0b4d94f/Wycombe-Wanderers-Barnsley-March-17-2021-Championship,,e0b4d94f
ENG-Championship,2021,2021-03-20 Barnsley-Sheffield Weds,Championship,38,Sat,2021-03-20,15:00,Barnsley,1–2,Sheffield Weds,,Oakwell Stadium,Tim Robinson,/en/matches/9fee5bcb/Barnsley-Sheffield-Wednesday-March-20-2021-Championship,,9fee5bcb
ENG-Championship,2021,2021-03-20 Brentford-Nottingham Forest,Championship,38,Sat,2021-03-20,12:30,Brentford,1–1,Nottingham Forest,,Brentford Community Stadium,Graham Scott,/en/matches/39551b6f/Brentford-Nottingham-Forest-March-20-2021-Championship,,39551b6f
ENG-Championship,2021,2021-03-20 Bristol City-Rotherham United,Championship,38,Sat,2021-03-20,15:00,Bristol City,0–2,Rotherham United,,Ashton Gate Stadium,Matt Donohue,/en/matches/2f2c4be3/Bristol-City-Rotherham-United-March-20-2021-Championship,,2f2c4be3
ENG-Championship,2021,2021-03-20 Coventry City-Wycombe Wanderers,Championship,38,Sat,2021-03-20,15:00,Coventry City,0–0,Wycombe Wanderers,,St Andrew's Trillion Trophy Stadium,Tony Harrington,/en/matches/f6c33116/Coventry-City-Wycombe-Wanderers-March-20-2021-Championship,,f6c33116
ENG-Championship,2021,2021-03-20 Millwall-Middlesbrough,Championship,38,Sat,2021-03-20,15:00,Millwall,1–0,Middlesbrough,,The Den,James Linington,/en/matches/277b32d9/Millwall-Middlesbrough-March-20-2021-Championship,,277b32d9
ENG-Championship,2021,2021-03-20 Norwich City-Blackburn Rovers,Championship,38,Sat,2021-03-20,15:00,Norwich City,1–1,Blackburn Rovers,,Carrow Road,Keith Stroud,/en/matches/3ba9bb79/Norwich-City-Blackburn-Rovers-March-20-2021-Championship,,3ba9bb79
ENG-Championship,2021,2021-03-20 Preston North End-Luton Town,Championship,38,Sat,2021-03-20,15:00,Preston North End,0–1,Luton Town,,Deepdale Stadium,Thomas Bramall,/en/matches/cc83afbf/Preston-North-End-Luton-Town-March-20-2021-Championship,,cc83afbf
ENG-Championship,2021,2021-03-20 Reading-QPR,Championship,38,Sat,2021-03-20,15:00,Reading,1–1,QPR,,Madejski Stadium,Dean Whitestone,/en/matches/164b5ed2/Reading-Queens-Park-Rangers-March-20-2021-Championship,,164b5ed2
ENG-Championship,2021,2021-03-20 Stoke City-Derby County,Championship,38,Sat,2021-03-20,15:00,Stoke City,1–0,Derby County,,Bet365 Stadium,Jarred Gillett,/en/matches/b0122cb5/Stoke-City-Derby-County-March-20-2021-Championship,,b0122cb5
ENG-Championship,2021,2021-03-20 Swansea City-Cardiff City,Championship,38,Sat,2021-03-20,17:30,Swansea City,0–1,Cardiff City,,Liberty Stadium,Paul Tierney,/en/matches/0556a024/Swansea-City-Cardiff-City-March-20-2021-Championship,,0556a024
ENG-Championship,2021,2021-03-20 Watford-Birmingham City,Championship,38,Sat,2021-03-20,15:00,Watford,3–0,Birmingham City,,Vicarage Road Stadium,Darren Bond,/en/matches/27457847/Watford-Birmingham-City-March-20-2021-Championship,,27457847
ENG-Championship,2021,2021-04-02 Barnsley-Reading,Championship,39,Fri,2021-04-02,17:30,Barnsley,1–1,Reading,,Oakwell Stadium,Geoff Eltringham,/en/matches/6b967bac/Barnsley-Reading-April-2-2021-Championship,,6b967bac
ENG-Championship,2021,2021-04-02 Birmingham City-Swansea City,Championship,39,Fri,2021-04-02,20:00,Birmingham City,1–0,Swansea City,,St Andrew's Trillion Trophy Stadium,Tony Harrington,/en/matches/accc854e/Birmingham-City-Swansea-City-April-2-2021-Championship,,accc854e
ENG-Championship,2021,2021-04-02 Bournemouth-Middlesbrough,Championship,39,Fri,2021-04-02,15:00,Bournemouth,3–1,Middlesbrough,,Vitality Stadium,Simon Hooper,/en/matches/a2c158da/Bournemouth-Middlesbrough-April-2-2021-Championship,,a2c158da
ENG-Championship,2021,2021-04-02 Bristol City-Stoke City,Championship,39,Fri,2021-04-02,15:00,Bristol City,0–2,Stoke City,,Ashton Gate Stadium,Michael Salisbury,/en/matches/4c227d0e/Bristol-City-Stoke-City-April-2-2021-Championship,,4c227d0e
ENG-Championship,2021,2021-04-02 Cardiff City-Nottingham Forest,Championship,39,Fri,2021-04-02,15:00,Cardiff City,0–1,Nottingham Forest,,Cardiff City Stadium,Gavin Ward,/en/matches/89f5191b/Cardiff-City-Nottingham-Forest-April-2-2021-Championship,,89f5191b
ENG-Championship,2021,2021-04-02 Derby County-Luton Town,Championship,39,Fri,2021-04-02,15:00,Derby County,2–0,Luton Town,,iPro Stadium,Andy Woolmer,/en/matches/b1188823/Derby-County-Luton-Town-April-2-2021-Championship,,b1188823
ENG-Championship,2021,2021-04-02 Millwall-Rotherham United,Championship,39,Fri,2021-04-02,15:00,Millwall,1–0,Rotherham United,,The Den,John Brooks,/en/matches/27803946/Millwall-Rotherham-United-April-2-2021-Championship,,27803946
ENG-Championship,2021,2021-04-02 Preston North End-Norwich City,Championship,39,Fri,2021-04-02,15:00,Preston North End,1–1,Norwich City,,Deepdale Stadium,Dean Whitestone,/en/matches/a89c84a6/Preston-North-End-Norwich-City-April-2-2021-Championship,,a89c84a6
ENG-Championship,2021,2021-04-02 QPR-Coventry City,Championship,39,Fri,2021-04-02,15:00,QPR,3–0,Coventry City,,Kiyan Prince Foundation Stadium,Jeremy Simpson,/en/matches/47bcf35d/Queens-Park-Rangers-Coventry-City-April-2-2021-Championship,,47bcf35d
ENG-Championship,2021,2021-04-02 Watford-Sheffield Weds,Championship,39,Fri,2021-04-02,15:00,Watford,1–0,Sheffield Weds,,Vicarage Road Stadium,Chris Kavanagh,/en/matches/27e51638/Watford-Sheffield-Wednesday-April-2-2021-Championship,,27e51638
ENG-Championship,2021,2021-04-02 Wycombe Wanderers-Blackburn Rovers,Championship,39,Fri,2021-04-02,15:00,Wycombe Wanderers,1–0,Blackburn Rovers,,Adams Park,David Webb,/en/matches/6f458993/Wycombe-Wanderers-Blackburn-Rovers-April-2-2021-Championship,,6f458993
ENG-Championship,2021,2021-04-03 Huddersfield Town-Brentford,Championship,39,Sat,2021-04-03,12:30,Huddersfield Town,1–1,Brentford,,The John Smith's Stadium,Oliver Langford,/en/matches/6c757a12/Huddersfield-Town-Brentford-April-3-2021-Championship,,6c757a12
ENG-Championship,2021,2021-04-05 Blackburn Rovers-Bournemouth,Championship,40,Mon,2021-04-05,15:00,Blackburn Rovers,0–2,Bournemouth,,Ewood Park,Darren Bond,/en/matches/8a6de06e/Blackburn-Rovers-Bournemouth-April-5-2021-Championship,,8a6de06e
ENG-Championship,2021,2021-04-05 Coventry City-Bristol City,Championship,40,Mon,2021-04-05,15:00,Coventry City,3–1,Bristol City,,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,/en/matches/655a2045/Coventry-City-Bristol-City-April-5-2021-Championship,,655a2045
ENG-Championship,2021,2021-04-05 Luton Town-Barnsley,Championship,40,Mon,2021-04-05,15:00,Luton Town,1–2,Barnsley,,Kenilworth Road Stadium,Matt Donohue,/en/matches/ad6bc8d7/Luton-Town-Barnsley-April-5-2021-Championship,,ad6bc8d7
ENG-Championship,2021,2021-04-05 Middlesbrough-Watford,Championship,40,Mon,2021-04-05,12:30,Middlesbrough,1–1,Watford,,Riverside Stadium,Tim Robinson,/en/matches/f9271bbd/Middlesbrough-Watford-April-5-2021-Championship,,f9271bbd
ENG-Championship,2021,2021-04-05 Nottingham Forest-QPR,Championship,40,Mon,2021-04-05,15:00,Nottingham Forest,3–1,QPR,,The City Ground,Keith Stroud,/en/matches/adb78fd3/Nottingham-Forest-Queens-Park-Rangers-April-5-2021-Championship,,adb78fd3
ENG-Championship,2021,2021-04-05 Reading-Derby County,Championship,40,Mon,2021-04-05,15:00,Reading,3–1,Derby County,,Madejski Stadium,Jonathan Moss,/en/matches/1e32bbc9/Reading-Derby-County-April-5-2021-Championship,,1e32bbc9
ENG-Championship,2021,2021-04-05 Rotherham United-Wycombe Wanderers,Championship,40,Mon,2021-04-05,15:00,Rotherham United,0–3,Wycombe Wanderers,,New York Stadium,James Linington,/en/matches/74df893d/Rotherham-United-Wycombe-Wanderers-April-5-2021-Championship,,74df893d
ENG-Championship,2021,2021-04-05 Sheffield Weds-Cardiff City,Championship,40,Mon,2021-04-05,17:30,Sheffield Weds,5–0,Cardiff City,,Hillsborough Stadium,David Webb,/en/matches/d4cc78f0/Sheffield-Wednesday-Cardiff-City-April-5-2021-Championship,,d4cc78f0
ENG-Championship,2021,2021-04-05 Stoke City-Millwall,Championship,40,Mon,2021-04-05,15:00,Stoke City,1–2,Millwall,,Bet365 Stadium,Gavin Ward,/en/matches/59b31759/Stoke-City-Millwall-April-5-2021-Championship,,59b31759
ENG-Championship,2021,2021-04-05 Swansea City-Preston North End,Championship,40,Mon,2021-04-05,15:00,Swansea City,0–1,Preston North End,,Liberty Stadium,Peter Bankes,/en/matches/3610c645/Swansea-City-Preston-North-End-April-5-2021-Championship,,3610c645
ENG-Championship,2021,2021-04-06 Brentford-Birmingham City,Championship,40,Tue,2021-04-06,19:00,Brentford,0–0,Birmingham City,,Brentford Community Stadium,Dean Whitestone,/en/matches/d0e04f5b/Brentford-Birmingham-City-April-6-2021-Championship,,d0e04f5b
ENG-Championship,2021,2021-04-06 Norwich City-Huddersfield Town,Championship,40,Tue,2021-04-06,19:45,Norwich City,7–0,Huddersfield Town,,Carrow Road,Jarred Gillett,/en/matches/c14f7b1b/Norwich-City-Huddersfield-Town-April-6-2021-Championship,,c14f7b1b
ENG-Championship,2021,2021-04-09 Watford-Reading,Championship,41,Fri,2021-04-09,19:45,Watford,2–0,Reading,,Vicarage Road Stadium,James Linington,/en/matches/bd08773f/Watford-Reading-April-9-2021-Championship,,bd08773f
ENG-Championship,2021,2021-04-10 Barnsley-Middlesbrough,Championship,41,Sat,2021-04-10,15:00,Barnsley,2–0,Middlesbrough,,Oakwell Stadium,Keith Stroud,/en/matches/69dab439/Barnsley-Middlesbrough-April-10-2021-Championship,,69dab439
ENG-Championship,2021,2021-04-10 Birmingham City-Stoke City,Championship,41,Sat,2021-04-10,15:00,Birmingham City,2–0,Stoke City,,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,/en/matches/de9bfa4b/Birmingham-City-Stoke-City-April-10-2021-Championship,,de9bfa4b
ENG-Championship,2021,2021-04-10 Bournemouth-Coventry City,Championship,41,Sat,2021-04-10,15:00,Bournemouth,4–1,Coventry City,,Vitality Stadium,David Webb,/en/matches/a38f58ec/Bournemouth-Coventry-City-April-10-2021-Championship,,a38f58ec
ENG-Championship,2021,2021-04-10 Bristol City-Nottingham Forest,Championship,41,Sat,2021-04-10,15:00,Bristol City,0–0,Nottingham Forest,,Ashton Gate Stadium,Steve Martin,/en/matches/58bba2e0/Bristol-City-Nottingham-Forest-April-10-2021-Championship,,58bba2e0
ENG-Championship,2021,2021-04-10 Cardiff City-Blackburn Rovers,Championship,41,Sat,2021-04-10,15:00,Cardiff City,2–2,Blackburn Rovers,,Cardiff City Stadium,Jeremy Simpson,/en/matches/98f5637f/Cardiff-City-Blackburn-Rovers-April-10-2021-Championship,,98f5637f
ENG-Championship,2021,2021-04-10 Derby County-Norwich City,Championship,41,Sat,2021-04-10,15:00,Derby County,0–1,Norwich City,,iPro Stadium,Michael Salisbury,/en/matches/2a4f4273/Derby-County-Norwich-City-April-10-2021-Championship,,2a4f4273
ENG-Championship,2021,2021-04-10 Huddersfield Town-Rotherham United,Championship,41,Sat,2021-04-10,15:00,Huddersfield Town,0–0,Rotherham United,,The John Smith's Stadium,Lee Mason,/en/matches/0554a534/Huddersfield-Town-Rotherham-United-April-10-2021-Championship,,0554a534
ENG-Championship,2021,2021-04-10 Millwall-Swansea City,Championship,41,Sat,2021-04-10,12:30,Millwall,0–3,Swansea City,,The Den,Robert Jones,/en/matches/3425e3b0/Millwall-Swansea-City-April-10-2021-Championship,,3425e3b0
ENG-Championship,2021,2021-04-10 Preston North End-Brentford,Championship,41,Sat,2021-04-10,15:00,Preston North End,0–5,Brentford,,Deepdale Stadium,Tony Harrington,/en/matches/a6a75ba2/Preston-North-End-Brentford-April-10-2021-Championship,,a6a75ba2
ENG-Championship,2021,2021-04-10 QPR-Sheffield Weds,Championship,41,Sat,2021-04-10,15:00,QPR,4–1,Sheffield Weds,,Kiyan Prince Foundation Stadium,John Brooks,/en/matches/46c8da9c/Queens-Park-Rangers-Sheffield-Wednesday-April-10-2021-Championship,,46c8da9c
ENG-Championship,2021,2021-04-10 Wycombe Wanderers-Luton Town,Championship,41,Sat,2021-04-10,15:00,Wycombe Wanderers,1–3,Luton Town,,Adams Park,Oliver Langford,/en/matches/abb1329f/Wycombe-Wanderers-Luton-Town-April-10-2021-Championship,,abb1329f
ENG-Championship,2021,2021-04-13 Huddersfield Town-Bournemouth,Championship,38,Tue,2021-04-13,17:30,Huddersfield Town,1–2,Bournemouth,,The John Smith's Stadium,Jeremy Simpson,/en/matches/bc8f9707/Huddersfield-Town-Bournemouth-April-13-2021-Championship,,bc8f9707
ENG-Championship,2021,2021-04-13 Rotherham United-QPR,Championship,29,Tue,2021-04-13,19:00,Rotherham United,3–1,QPR,,New York Stadium,Dean Whitestone,/en/matches/2c3b2e9e/Rotherham-United-Queens-Park-Rangers-April-13-2021-Championship,,2c3b2e9e
ENG-Championship,2021,2021-04-13 Sheffield Weds-Swansea City,Championship,29,Tue,2021-04-13,18:00,Sheffield Weds,0–2,Swansea City,,Hillsborough Stadium,Matt Donohue,/en/matches/77bc93e5/Sheffield-Wednesday-Swansea-City-April-13-2021-Championship,,77bc93e5
ENG-Championship,2021,2021-04-15 Rotherham United-Coventry City,Championship,36,Thu,2021-04-15,19:00,Rotherham United,0–1,Coventry City,,New York Stadium,Jarred Gillett,/en/matches/fccdd4fa/Rotherham-United-Coventry-City-April-15-2021-Championship,,fccdd4fa
ENG-Championship,2021,2021-04-16 Blackburn Rovers-Derby County,Championship,42,Fri,2021-04-16,18:00,Blackburn Rovers,2–1,Derby County,,Ewood Park,Steve Martin,/en/matches/1c65f2b4/Blackburn-Rovers-Derby-County-April-16-2021-Championship,,1c65f2b4
ENG-Championship,2021,2021-04-16 Reading-Cardiff City,Championship,42,Fri,2021-04-16,18:00,Reading,1–1,Cardiff City,,Madejski Stadium,John Brooks,/en/matches/ce5e2f70/Reading-Cardiff-City-April-16-2021-Championship,,ce5e2f70
ENG-Championship,2021,2021-04-17 Brentford-Millwall,Championship,42,Sat,2021-04-17,12:30,Brentford,0–0,Millwall,,Brentford Community Stadium,Darren Bond,/en/matches/8be585b8/Brentford-Millwall-April-17-2021-Championship,,8be585b8
ENG-Championship,2021,2021-04-17 Luton Town-Watford,Championship,42,Sat,2021-04-17,12:30,Luton Town,1–0,Watford,,Kenilworth Road Stadium,Gavin Ward,/en/matches/832fb890/Luton-Town-Watford-April-17-2021-Championship,,832fb890
ENG-Championship,2021,2021-04-17 Middlesbrough-QPR,Championship,42,Sat,2021-04-17,12:30,Middlesbrough,1–2,QPR,,Riverside Stadium,Matt Donohue,/en/matches/e1ac5b54/Middlesbrough-Queens-Park-Rangers-April-17-2021-Championship,,e1ac5b54
ENG-Championship,2021,2021-04-17 Norwich City-Bournemouth,Championship,42,Sat,2021-04-17,20:00,Norwich City,1–3,Bournemouth,,Carrow Road,Graham Scott,/en/matches/28266295/Norwich-City-Bournemouth-April-17-2021-Championship,,28266295
ENG-Championship,2021,2021-04-17 Nottingham Forest-Huddersfield Town,Championship,42,Sat,2021-04-17,12:30,Nottingham Forest,0–2,Huddersfield Town,,The City Ground,Andy Woolmer,/en/matches/56a50dd2/Nottingham-Forest-Huddersfield-Town-April-17-2021-Championship,,56a50dd2
ENG-Championship,2021,2021-04-17 Sheffield Weds-Bristol City,Championship,42,Sat,2021-04-17,12:30,Sheffield Weds,1–1,Bristol City,,Hillsborough Stadium,Tony Harrington,/en/matches/b30b9543/Sheffield-Wednesday-Bristol-City-April-17-2021-Championship,,b30b9543
ENG-Championship,2021,2021-04-17 Stoke City-Preston North End,Championship,42,Sat,2021-04-17,12:30,Stoke City,0–0,Preston North End,,Bet365 Stadium,James Linington,/en/matches/2a4ac120/Stoke-City-Preston-North-End-April-17-2021-Championship,,2a4ac120
ENG-Championship,2021,2021-04-17 Swansea City-Wycombe Wanderers,Championship,42,Sat,2021-04-17,12:30,Swansea City,2–2,Wycombe Wanderers,,Liberty Stadium,Keith Stroud,/en/matches/3ba1aa3b/Swansea-City-Wycombe-Wanderers-April-17-2021-Championship,,3ba1aa3b
ENG-Championship,2021,2021-04-18 Coventry City-Barnsley,Championship,42,Sun,2021-04-18,15:00,Coventry City,2–0,Barnsley,,St Andrew's Trillion Trophy Stadium,Lee Mason,/en/matches/175e1fa3/Coventry-City-Barnsley-April-18-2021-Championship,,175e1fa3
ENG-Championship,2021,2021-04-18 Rotherham United-Birmingham City,Championship,42,Sun,2021-04-18,12:00,Rotherham United,0–1,Birmingham City,,New York Stadium,Tim Robinson,/en/matches/6ce77ce3/Rotherham-United-Birmingham-City-April-18-2021-Championship,,6ce77ce3
ENG-Championship,2021,2021-04-20 Brentford-Cardiff City,Championship,43,Tue,2021-04-20,18:00,Brentford,1–1,Cardiff City,,Brentford Community Stadium,Darren England,/en/matches/12d0f541/Brentford-Cardiff-City-April-20-2021-Championship,,12d0f541
ENG-Championship,2021,2021-04-20 Norwich City-Watford,Championship,43,Tue,2021-04-20,18:00,Norwich City,0–1,Watford,,Carrow Road,Tim Robinson,/en/matches/a02d4f1d/Norwich-City-Watford-April-20-2021-Championship,,a02d4f1d
ENG-Championship,2021,2021-04-20 Preston North End-Derby County,Championship,43,Tue,2021-04-20,19:00,Preston North End,3–0,Derby County,,Deepdale Stadium,Geoff Eltringham,/en/matches/31de7068/Preston-North-End-Derby-County-April-20-2021-Championship,,31de7068
ENG-Championship,2021,2021-04-20 Sheffield Weds-Blackburn Rovers,Championship,43,Tue,2021-04-20,19:00,Sheffield Weds,1–0,Blackburn Rovers,,Hillsborough Stadium,Paul Tierney,/en/matches/52b7001a/Sheffield-Wednesday-Blackburn-Rovers-April-20-2021-Championship,,52b7001a
ENG-Championship,2021,2021-04-20 Swansea City-QPR,Championship,43,Tue,2021-04-20,19:00,Swansea City,0–1,QPR,,Liberty Stadium,Jarred Gillett,/en/matches/5aa2f412/Swansea-City-Queens-Park-Rangers-April-20-2021-Championship,,5aa2f412
ENG-Championship,2021,2021-04-21 Birmingham City-Nottingham Forest,Championship,43,Wed,2021-04-21,19:45,Birmingham City,1–1,Nottingham Forest,,St Andrew's Trillion Trophy Stadium,Jeremy Simpson,/en/matches/8fa6940e/Birmingham-City-Nottingham-Forest-April-21-2021-Championship,,8fa6940e
ENG-Championship,2021,2021-04-21 Huddersfield Town-Barnsley,Championship,43,Wed,2021-04-21,19:45,Huddersfield Town,0–1,Barnsley,,The John Smith's Stadium,David Webb,/en/matches/cc8294bb/Huddersfield-Town-Barnsley-April-21-2021-Championship,,cc8294bb
ENG-Championship,2021,2021-04-21 Luton Town-Reading,Championship,43,Wed,2021-04-21,19:45,Luton Town,0–0,Reading,,Kenilworth Road Stadium,Michael Salisbury,/en/matches/472b9f49/Luton-Town-Reading-April-21-2021-Championship,,472b9f49
ENG-Championship,2021,2021-04-21 Millwall-Bournemouth,Championship,43,Wed,2021-04-21,18:00,Millwall,1–4,Bournemouth,,The Den,Keith Stroud,/en/matches/8312cb39/Millwall-Bournemouth-April-21-2021-Championship,,8312cb39
ENG-Championship,2021,2021-04-21 Rotherham United-Middlesbrough,Championship,43,Wed,2021-04-21,18:00,Rotherham United,1–2,Middlesbrough,,New York Stadium,Darren Bond,/en/matches/15a19e87/Rotherham-United-Middlesbrough-April-21-2021-Championship,,15a19e87
ENG-Championship,2021,2021-04-21 Stoke City-Coventry City,Championship,43,Wed,2021-04-21,19:00,Stoke City,2–3,Coventry City,,Bet365 Stadium,Oliver Langford,/en/matches/e044e655/Stoke-City-Coventry-City-April-21-2021-Championship,,e044e655
